,Title,PatentNumber,publishDate,language,pages,region,na
5917," Mask for protecting user from e.g. soot, has respiratory assembly mounted at front of base frame to close drug chamber and control inflow and outflow of air through seating chambers, and closing cap formed with air inlet and discharge holes.",KR2028044-B1,2019,,1,World,KR
5918," New engineered polypeptide comprising Fc variant of wild-type human immunoglobulin-G Fc region, useful for boosting T cell immunity, and treating tumor, preferably CCL22/17 secreting tumor e.g. lymphoma, leukemia, or ovarian cancer.",WO2019183362-A1,2019,English,8,World,WO
5919," New isolated chimeric molecule comprises degradation domain comprising E3 ubiquitin ligase (E3) motif, targeting domain, and linker, for treating disease, e.g. cancer, stroke, ischemia, hepatitis, viral diseases, and immunodeficiency.",WO2019178604-A1,2019,English,4,World,WO
5920," New fusion polypeptide useful in pharmaceutical composition or as medicament for preventing or treating autoimmune disease, comprises domain derived from immunoglobulin heavy chain constant region, and hinge regions.",WO2019175606-A1,2019,English,8,World,WO
5921," Chimeric fragment crystallizable receptor binding protein used in pharmaceutical composition as medicament and vaccine for treating pathogen disease, comprises chimeric fragment crystallizable receptor binding protein.",WO2019175605-A1,2019,English,6,World,WO
5922," Kit useful for detecting bat-derived coronaviruses using real-time PCR, comprises combination of primers and probes including pair of forward and reverse primers, and probe having specific base pair sequence.",KR2018201-B1,2019,,7,World,KR
5923," Nanostructure useful in vaccine e.g. for eliciting neutralizing antibody response to infectious agent, comprises first several polypeptides, and first several antigens having proximal end and distal end.",WO2019169120-A1,2019,English,0,World,WO
5924," Device for processing hermetically sealed agitating sample e.g. saliva, for treating e.g. SARS, has rotation driving unit for inducing rotation of sample in inner side of stirrer, and switch unit for controlling operation of driving unit.",WO2019164187-A1,2019,,2,World,WO
5925," Treating Coronaviridae infection caused by Coronaviridae virus comprising severe acute respiratory syndrome and middle east respiratory syndrome in human, comprises administering substituted nucleoside compounds.",US2019255085-A1,2019,English,7,World,US
5926," Screening for a gastric cancer typing protein marker comprises e.g. screening a protein, performing two dimensionality reduction treatments on the protein set to obtain a reduced-dimensional protein set and clustering.",CN110146636-A,2019,Chinese,0,China,CN
5927," Space-frequency array based spaceborne synthetic aperture radar convolution modulation interference method, involves IF-sampling and storing received interference signals and using range Doppler algorithm.",CN110109117-A,2019,Chinese,3,China,CN
5928," New heterocyclic compound useful in pharmaceutical composition for preparing drug used for treating infection caused by enterovirus and coronavirus, and cysteine protease-induced disease including common cold.",CN110105348-A,2019,Chinese,2,China,CN
5929," Detecting presence of target nucleic acid molecule in biological sample involves e.g. activating system comprising fluid flow network that comprises first and second chambers, and flowing first and second liquid phases to junction.",WO2019144966-A1,2019,English,3,World,WO
5930," Human antigen-binding protein for treating or preventing cancer which is prostate cancer, colon cancer, lung cancer, pancreas cancer, urinary tract cancer, ovarian cancer, prostate adenocarcinoma, that specifically binds to human TMPRSS2.",WO2019147831-A1,2019,English,5,World,WO
5931," Composition used to e.g. induce immune response and to treat infectious disease e.g. HIV, bird flu, malaria and hepatitis C comprises single stranded, self-replicating RNA encoding peptide or protein comprising antigen and polyalkyleneimine.",WO2019137999-A1,2019,English,1,World,WO
5932," Use of polypeptide having protease activity in preparing medicament for treating or preventing coronavirus infection e.g. common cold, pneumonia, pneumonitis, bronchitis, or severe acute respiratory syndrome in mammal, preferably human.",WO2019135003-A1,2019,English,8,World,WO
5933," New probe set useful for preparing the kit for detecting the presence and level of the respiratory virus in a sample or for diagnosing infected respiratory virus, comprises a detection probe and at least two media sub-probes.",CN109988865-A,2019,Chinese,2,China,CN
5934," Nucleic acid detection system comprises two or more clustered regularly interspaced short palindromic repeats systems, each clustered regularly interspaced short palindromic repeats system comprising Cas protein and guide molecule.",WO2019126577-A2,2019,English,7,World,WO
5935," Use of ferulic acid amide compound in preparing anticomplement medicine, and in preparing medicine for treating disease associated with complement including SARS, influenza, and rheumatoid arthritis.",CN109908123-A,2019,Chinese,0,China,CN
5936," New DNA construct useful for producing closed-end double stranded DNA, or preparing medicament for delivering target gene of interest into target cell in vivo, comprises backbone sequence and insert.",WO2019118806-A1,2019,English,5,World,WO
5937," Use of pirfenidone in treating patient suffering from disease, e.g. idiopathic pulmonary fibrosis or pulmonary fibrosis, by avoiding, contraindicating, and discontinuing co-administration of cytochrome P450 1 A2 inhibitor.",US2019183872-A1,2019,English,7,World,US
5938," Multi-tiered health isolation facility useful for preventing airborne contagions caused by e.g. tuberculosis, and swine flu virus, comprises facility types in multi-tiered configuration to form nested patient isolation facility.",US10302318-B1,2019,English,0,World,US
5939," Antiviral disinfectant used for reducing e.g. smallpox virus, comprise monovalent copper compound particle covered with covering layer, and dispersion medium comprising water and/or lower alcohol, in which particles are dispersed.",JP2019077681-A,2019,Japanese,5,World,JP
5940, Use of glucosamine derivative used for preparing antiviral drug for treating virus e.g. flavivirus.,CN109771432-A,2019,Chinese,3,China,CN
5941," Preparing hematopoietic progenitor cells used for treating e.g. lung cancer, by culturing source cells, culturing single cell suspension in first three-dimensional culture, forming embryoid bodies and co-culturing with mesoderm lineage cell.",WO2019094614-A1,2019,English,2,World,WO
5942," New engineered or non-naturally occurring Mmc2 Clustered Regularly Interspersed Short Palindromic Repeat system, used for detecting target RNA and diagnosing and treating a disease, e.g. viral or bacterial disease or cancer.",WO2019094969-A1,2019,English,2,World,WO
5943," New 3H-benzo(b)azepin-2-ylamine compounds are useful in preparing medicine for e.g. stimulating TLR8, treating or preventing cancer e.g. melanoma, lung cancer, liver cancer, treating infection caused by virus e.g. dengue virus.",CN109694351-A,2019,Chinese,0,JiangSu,CN
5944, Use of Ephedra homologous polysaccharide ESP-B4 used for preparing pharmaceutical composition for acute lung injury and respiratory distress.,CN109678982-A,2019,Chinese,2,China,CN
5945, Treating viral infection comprises administering antiviral compound to inhibit viral replication.,WO2019079339-A1,2019,English,2,World,WO
5946, Treating acute respiratory distress syndrome comprises administering agent comprising adult stem cell or adult stem cell condition media.,US2019117702-A1,2019,English,7,World,US
5947," Plasma emission diode device for utilizing as plasma source for manufacture of e.g. sterilizer, has electrode installed in top and bottom sides and coplanar of dielectric layer, where chip is arranged between upper plate and lower plate.",KR2019041374-A,2019,,3,World,KR
5948," New recombinant human serum albumin/cytokine gene derivative fusion protein useful e.g. in the treatment of a viral infection or cancer, preferably SARS, AIDS, hepatitis B, hepatitis C and hepatitis A and leukemia.",CN109627343-A,2019,Chinese,8,China,CN
5949," Lateral flow device for detecting target nucleic acid in sample, comprises substrate, clustered regularly interspaced short palindromic repeat effector system, detection construct, and capture regions comprising binding agents.",WO2019071051-A1,2019,English,6,World,WO
5950," New immune cell or its immune cell population useful in composition for preventing or treating disease chosen from cancer, infectious disease, immune disease, and allergic disease, expresses immune receptor and agent.",WO2019067805-A1,2019,English,9,World,WO
5951," Composition useful for air disinfectant, comprises natural volatile sulfur-containing organic matter derived from garlic, organic acid, oxidant and water.",CN109497107-A,2019,Chinese,4,China,CN
5952," MRI apparatus, has processing circuitry for estimating set of local specific absorption rates, and imaging control circuitry for executing imaging protocol by using amplitude and phase of radio frequency pulse.",US2019086499-A1,2019,English,7,World,US
5953," Preventing, treating or reducing effects of filovirus, flavivirus or coronavirus comprises administering acyclic fleximer nucleoside analog comprising e.g. 2-(((4-(2-amino-4-methoxypyrimidin-5-yl)-1H-imidazol-1-yl)) methoxy)) ethyl acetate.",WO2019027501-A1,2019,English,3,World,WO
5954, New nucleic acid molecule encoding two-component RNA targeting system comprising nucleic acid sequence encoding truncated nuclease-inactive RNA-targeted Cas9 polypeptide and single guide RNA sequence used to treat disease e.g. cancer.,US2019040370-A1,2019,English,7,World,US
5955," Use of vaccine for preventing or treating disease, preferably respiratory or airborne infection, or infectious disease in individual.",WO2019020493-A1,2019,English,0,World,WO
5956, Use of vaccine in therapy for preventing or treating infectious disease in individual or treating heterologous (related) or heterologous (unrelated) pathogen against respiratory infection or airborne infection.,GB2564901-A,2019,English,5,World,GB
5957," Use of t-cell immunoglobulin and mucin-domain containing-3 and nuclear factor 90 gene or protein in preparing products for detecting, preventing or treating of infectious diseases of virus e.g. single-stranded RNA virus e.g. Ebola virus.",CN109266731-A,2019,Chinese,0,China,CN
5958," Treating subject in need of treatment for disease caused by a loss of function or activity of a protein, involves removing, reducing, depleting, inhibiting, inactivating or capturing adeno-associated virus binding antibodies.",WO2019018439-A1,2019,English,5,World,WO
5959," Composition for vaccinating general population during pandemic, comprises one or more non-live antigens derived from respectively relevant pathogen, where one or more antigens are Herpes zoster, Polio, Hepatitis A, Seasonal Influenza.",EP3431101-A1,2019,English,7,World,EP
5960, Attenuated virus for preventing subject from becoming afflicted with virus-associated disease comprises viral genome including modified protein encoding sequence having codon pair bias less than codon pair bias of parent protein sequence.,EP3431099-A1,2019,English,1,World,EP
5961," Composition used for treating viral infection, includes (S)-2-ethylbutyl 2-(((S)-(((2R,3S,4R,5R)-5-(4-aminopyrrolo(2,1-f)(1,2,4)triazin-7-yl)-5-cyano-3,4-dihydroxytetrahydrofuran-2-yl)methoxy)(phenoxy)phosphoryl)amino)propanoate.",WO2019014247-A1,2019,English,7,World,WO
5962," Use of class 2, type VI clustered regularly interspaced short palindromic repeats system for treating, preventing, suppressing, or alleviating viral pathogenesis, infection, propagation and/or replication in mammalian subject.",WO2019010422-A1,2019,English,2,World,WO
5963," New heterocyclic compound useful in pharmaceutical composition for preparing drug used for treating and preventing infections caused by virus e.g. rhinovirus, and treating e.g. common cold, hand, foot and mouth disease and myocarditis.",CN109134419-A,2019,Chinese,6,China,CN
5964," Polychlorinated biphenyl 77 exposure diagnosis kit for studying correlation between liver disease or kidney disease and polychlorinated biphenyl 77 exposure comprises probe that binds to base sequence of gene, or complementary base sequence.",KR1933692-B1,2018,,3,World,KR
5965," New polynucleotide useful in composition for treating enzyme deficiency and/or lysosomal storage diseases chosen from Tay-Sachs, Gaucher, and Niemann-Pick disease in patient, comprises delivery and enzyme domains.",US2018355017-A1,2018,English,5,World,US
5966," Preparing sodium sulfide enteric tablet and enteric capsule sodium sulfide enteric tablet and enteric capsule useful for treating and preventing e.g. cerebral vascular disease, coronary heart disease and multi-system viral infections.",CN108938589-A,2018,Chinese,5,China,CN
5967," Diagnosing infectious disease by exposing blood sample to antigens of a pathogen that is present in sample, contacting the sample with detectably-labeled antibodies, and detecting a level of antibodies of the detectably-labeled antibodies.",WO2018223151-A1,2018,English,0,World,WO
5968," Making a live, attenuated virus by culturing genetically attenuated virus in 1st cell or cell-free system which translates proteins with alternate genetic code where a phenotypically wild-type, genetically attenuated virus is propagated.",WO2018222983-A1,2018,English,2,World,WO
5969," Method for reducing radiation through different WWAN module and multi-antenna standard, involves calling different WWAN SARs for operating WWAN modules for satisfying certification requirements of different countries and areas.",CN108924834-A,2018,Chinese,5,China,CN
5970," Use of peptide comprising specific amino acid sequence to treat infection caused at least in part by matrix protein layer virus or enveloped virus e.g. AIDS, herpes or severe acute respiratory syndrome.",WO2018217075-A1,2018,English,0,World,WO
5971," Treating or preventing viral infection, inhibiting entry of virus into cell and inhibiting envelope glycoprotein of virus e.g. dengue fever, comprises administering antiviral agent substituted octahydro-indene compounds having to subject.",WO2018213365-A1,2018,English,9,World,WO
5972," Hetroaryl-pyrazole derivative used in pharmaceutical composition or medicament for treating infection caused by virus e.g. dengue virus, yellow fever viru and West Nile virus, and tumor e.g. melanoma and non-small cell lung cancer.",WO2018210298-A1,2018,Chinese,1,JiangSu,WO
5973," Use of acamprosate calcium in preparing medicine for treating severe acute respiratory syndrome coronary virus infection, where dosage form of medicine includes injection, tablet, pill, capsule, suspending agent or emulsion.",CN108785293-A,2018,Chinese,5,China,CN
5974," Primer set used for simultaneous detection of severe acute respiratory syndrome-associated coronavirus and middle east respiratory syndrome-associated coronavirus, comprises a primer pair having forward primer and reverse primer.",KR1916899-B1,2018,,5,World,KR
5975," New seryl-tRNA synthetase protein mutant useful in preparation of product useful in preparation of tool for diagnosing BAVM, and preparation of product or medicament for treating BAVM.",CN108752452-A,2018,Chinese,1,China,CN
5976," System useful for collecting or processing biological sample, preferably soil or food sample, comprises communication interface with electronic device comprising display screen, and dispensing unit comprising computer processors.",WO2018195951-A1,2018,English,5,World,WO
5977," Engrafting genetically modified, immunodeficient mouse, by transplanting cells comprising human hematopoietic cells into mouse comprising nucleic acid sequence encoding human signal-regulatory-protein-alpha protein and interleukin protein.",US2018295820-A1,2018,English,5,World,US
5978," New tetracyclic lactam compounds useful: e.g. for preparing antiviral, antibacterial and antiparasitic drug; and in preparing medicine for treating and/or preventing diseases caused by virus.",CN108623589-A,2018,Chinese,7,China,CN
5979, New substituted lactam compound used in pharmaceutical composition and in preparation of medicament for preventing and/or treating e.g. disease caused by respiratory syncytial virus.,WO2018177297-A1,2018,Chinese,0,World,WO
5980, New quinolinone compound useful as pharmaceutical used as anti-RNA virus drug and anti-influenza virus drug for preventing or treating RNA virus infectious disease.,WO2018181892-A1,2018,Japanese,3,World,WO
5981," Hydroxyl generator unit, has smart optic controller coupled to environmental sensor and UV light source in removable manner and for controlling amount of hydroxyls generated by hydroxyl generator unit in response to environmental condition.",US2018272023-A1,2018,English,3,World,US
5982," Self-assembling protein nanoparticle used to e.g. induce immune response against e.g. cancer cells, comprises multitude of building blocks comprising continuous chain of oligomerization domains, linkers and domain comprising loop region.",WO2018172447-A1,2018,English,8,World,WO
5983," Nucleic acid detection system for detecting viruses in samples, comprises a clustered regularly interspaced short palindromic repeats (CRISPR) system comprising an effector protein and guide RNAs, and a RNA-based masking construct.",WO2018170340-A1,2018,English,1,World,WO
5984, Modulating levels of total afucosylated glycoforms of recombinant glycosylated protein produced by glycosylation-competent cells in cell culture involves maintaining cell culture at initial set point pH for initial cell culture period.,WO2018170099-A1,2018,English,2,World,WO
5985," Isothermal detection of pathogens e.g. HIV, by extracting nucleic acid, mixing with reagent, placing on thermal heating device, amplifying and detecting pathogens using specific loop-mediated isothermal amplification primers and probes.",US10072309-B1,2018,English,1,World,US
5986," New live and attenuated coronavirus useful for preventing disease e.g. virus infection, respiratory, gastrointestinal or neurologic diseases, comprises variant replicase gene encoding polyproteins comprising non-structural protein-15.",WO2018160977-A1,2018,English,2,World,WO
5987," Method of screening a subject based on body temperature using a thermogram, involves capturing thermogram of subject, and detecting eye region of subject within thermogram.",MY167532-A,2018,English,3,World,MY
5988," Medicinal cushion useful for enhancing immunity contains rhizoma atractylodis, rhizoma kaempferiae, Angelica, Murraya paniculata, storax, calamus, sulfur, borneol, bezoar, mint, lavender, jasmine and lily magnolia flower bud.",CN108392015-A,2018,Chinese,5,China,CN
5989," Engineered polypeptide for treating a blood-based cancer, comprises a Fc variant of a wild-type human IgG Fc region, where Fc variant comprises amino acid substitutions at residue positions 228, 234, 235, 345, 409, or its combination.",WO2018145075-A1,2018,English,6,World,WO
5990," Plasma humidifier, has ground electrode arranged in steam outlet nozzle and generating plasma in inner side of steam outlet nozzle, where outlet nozzle discharges plasma particles with vibrator through steam outlet in form of wind.",KR2018002387-U,2018,,8,World,KR
5991, Method for radar imaging using the radar station with the synthesized aperture.,RU2661941-C1,2018,Russian,0,World,RU
5992," New vector comprises a nucleotide sequence or its portion, that is capable of regulating bocaparvovirus replication, where the vector does not encode bocavirus (BoV) nonstructural protein (NS1), for treating bocavirus infection in a mammal.",WO2018132747-A1,2018,English,2,World,WO
5993," DNA vaccine for preventing cancer, comprises polynucleotide sequence which encodes fusion protein or plasmid having polynucleotide sequence, and fusion protein comprises plant protein signal sequence of polygalacturonase-inhibiting protein.",WO2018122885-A1,2018,English,4,World,WO
5994," New pentanediamide compound used in pharmaceutical composition for preparing medicine for preventing and/or treating disorders associated with e.g. matriptase activity, preferably excess activity.",WO2018112648-A1,2018,English,8,World,WO
5995," Nucleic acid detection system for detecting target nucleic acids and polypeptide in samples, comprises a detection clustered regularly interspaced short palindromic repeats (CRISPR) system comprising an effector protein and guide RNAs.",WO2018107129-A1,2018,English,2,World,WO
5996, New pyrazolo-heteroaryl compound used in pharmaceutical composition and in preparation of medicament for e.g. treating infection caused by virus chosen from dengue virus and yellow fever virus.,WO2018095426-A1,2018,Chinese,5,JiangSu,WO
5997," Vaccinating composition useful for vaccinating subject, e.g. human or animal and inducing systemic and mucosal immune response, comprises antigen and hepatitis B core virus-like particle as adjuvant.",WO2018095327-A1,2018,Chinese,4,World,WO
5998," New chimeric immune modulator comprising immune modulating portions coupled together via a linker, useful for modulating an over-reaction of an immune system to an exogenous antigen and for treating cancer.",WO2018089637-A1,2018,English,2,World,WO
5999," Facilitating chemical or biological reaction on biological sample by subjecting a 1st fluid phase to flow along a fluid flow path, through opening in a membrane, to a chamber downstream of the membrane that intersects the fluid flow path.",WO2018086023-A1,2018,English,2,World,WO
6000," New immunogen comprising recombinant coronavirus S ectodomain trimer comprising protomers comprising one or two proline substitutions at or near junction between heptad repeat 1 and central helix that stabilize the trimer, used.",WO2018081318-A1,2018,English,9,World,WO
6001," Composition useful for enhancing immunity and preparing vaccine composition against e.g. Zika virus and Japanese encephalitis virus, comprises immune response modulating substance and cationic liposome.",WO2018080253-A1,2018,,1,World,WO
6002," Immune response regulatory substance useful in composition for providing immunostimulatory effect and treating cancer e.g. bladder cancer, glioma, and brain cancer and autoimmune disease, comprises lipopolysaccharide analog.",WO2018080252-A1,2018,,8,World,WO
6003," Treating condition in a subject treatable by inducing retinoic acid-inducible gene I (RIG-I)-like receptor (RLR) signaling, by administering pharmaceutical composition comprising synthetic nucleic acid pathogen-associated molecular pattern.",US2018104325-A1,2018,English,1,World,US
6004, Use of compound for inhibiting fibroblast growth factor receptors (FGFR) kinase activity or component of FGFR kinase signaling pathway for treating viral infections caused by virus e.g. dengue virus and herpes simplex virus.,EP3308786-A1,2018,English,1,World,EP
6005, Preparing bioactive substance/water-soluble drug microcapsule by freezing method involves dissolving water-soluble bioactive substance/water-soluble drug and storing to obtain biologically active/water-soluble drug aqueous solution.,CN107875984-A,2018,Chinese,4,China,CN
6006," Assessing cytotoxicity of agent using kit, involves providing target cell that is engineered for expressing intracellularly reporter, exposing target cell to agent capable of modulating cytotoxicity and assaying reporter activity.",WO2018053542-A1,2018,English,9,World,WO
6007," Use of inactivated lactic acid bacteria in preparing medicine for treating viral diseases, preferably viral hepatitis, influenza, epidemic encephalitis, dengue fever, measles and porcine reproductive and respiratory syndrome.",CN107802651-A,2018,Chinese,7,China,CN
6008," New coelenterazine analog, useful for detecting luminescence in sample (containing live cells or coelenterazine-utilizing luciferase) or in transgenic animal, where transgenic animal expresses a coelenterazine-utilizing luciferase.",US2018072781-A1,2018,English,7,World,US
6009," Detecting pathogenic microorganisms in biological sample isolated from subject infected or suspected to be infected with pathogenic microorganism involves introducing hydrophilic solvent into space, forming droplets and optically detecting.",WO2018043733-A1,2018,Japanese,5,World,WO
6010, New urea compound or thiourea compound used as pharmaceutical component in pharmaceutical composition.,JP2018020989-A,2018,Japanese,5,World,JP
6011," New vaccine scaffold polypeptide useful in pharmaceutical composition for inducing immune response in mammal, preferably human, comprises transmembrane domain of single alpha-helix transmembrane protein.",WO2018017443-A1,2018,English,8,World,WO
6012," New multispecific antibody comprising antigen-binding region binding to human cluster of differentiation 40 (CD40), and antigen-binding region binding to human CD137, used for treating disease, e.g. infectious disease.",WO2018011421-A1,2018,English,9,World,WO
6013," Antimicrobial composition used e.g. to prevent growth and reproduction of bacteria, fungi and yeast, comprises porous aggregates comprising aluminosilicate nanoparticles and at least one of e.g. alkaline earth metals and rare earth metals.",WO2018013830-A1,2018,English,1,World,WO
6014, Predicting efficacy of treatment with Immunovenin in dysimmunoglobulinemia caused by reactivation of chronic Herpes virus infection in women in second trimester of pregnancy involves determining e.g. antibodies and efficacy.,RU2016128030-A,2018,Russian,1,World,RU
6015," New recombinant ferritin nanoparticle of recombinant insect ferritin heavy and light chain fusion proteins self-assembled into globular nanoparticle, and self-assembled heterologous trimeric antigens, useful e.g. to treat viral infection.",WO2018005558-A1,2018,English,9,World,WO
6016, Providing information for diagnosis of follicular thyroid carcinoma involves measuring level of expression of protein chosen from aminoacyl-transfer RNA synthetase and aminoacyl-tRNA synthetase complex-interacting multifunctional protein.,WO2018004321-A1,2018,,1,World,WO
6017," New palindromic small RNA useful for reagent for detecting viral, bacterial and/or fungal infections and inducing apoptosis or promoting cell proliferation in vitro.",CN107488660-A,2017,Chinese,4,China,CN
6018," Topically administrable pharmaceutical composition used e.g. for treating or preventing labial herpes, cold sores, and gingivostomatitis comprises aqueous composition buffered to approximately neutral pH comprising carbomer.",WO2017212422-A1,2017,English,6,World,WO
6019, Manufacturing bio-sterilizing disinfectant iodine complex useful for preventing absorption of iodine involves drying mixture of povidone and iodine in vacuum and adding non-volatile solvents e.g. oil or corn oil isolated from plant extract.,KR2017136731-A,2017,,4,World,KR
6020," New vector having recombinant mutant BLAST output visualization genome, useful for e.g. expressing heterologous gene product in mammalian cells, and treating condition associated with aberrant expression of endogenous gene product.",WO2017205739-A1,2017,English,1,World,WO
6021," Making antibody useful for treating infection, involves subjecting biological fluid and circulating antibody to isoelectric focusing, digesting antibody, subjecting to mass spectrometry, and comparing, generating and testing antibody.",WO2017205694-A1,2017,English,1,World,WO
6022," Method for administering pirfenidone to treat e.g. idiopathic pulmonary fibrosis, idiopathic interstitial pneumonia, autoimmune lung diseases, benign prostate hypertrophy, coronary or myocardial infarction, and myocardial fibrosis.",US2017333411-A1,2017,English,3,World,US
6023," New single-domain monoclonal antibody used in composition useful for e.g. enhancing anti-tumor response against melanoma, lung cancer, bladder cancer, breast cancer, renal cancer, gastric cancer, glioblastoma, or Merkel cell carcinoma.",WO2017196847-A1,2017,English,8,World,WO
6024," Composition useful for preserving nucleic acid in sample collected from living body for diagnosing mutations in genes related to cancer and allergic diseases and determining therapeutic agents, comprises alpha-olefin sulfonate.",JP2017201885-A,2017,Japanese,0,World,JP
6025," Automatic hand washing apparatus for use in e.g. toilet, has slope part installed to inner bottom of water tub and downwardly guides emitted air in upper portion, and air breather formed forwardly and backwardly to exhaust air.",KR2017122544-A,2017,,6,World,KR
6026," Purifying virus e.g. Ebola virus by recovering virus supernatant, centrifuging virus supernatant, filtering centrifuged virus supernatant and storing virus solution and obtaining solid material by centrifuging obtained virus solution.",JP2017195829-A,2017,Japanese,6,World,JP
6027," Multifunctional SARS barrel, has temperature sensor installed on wall of refrigeration storage structure, controller comprising protective shell, and acousto-optic alarm and display screen that are embedded on surface of protecting shell.",CN206590374-U,2017,Chinese,8,China,CN
6028," New mutated influenza virus comprising e.g. modified H1N1 influenza virus genome comprising deletion of virulence factor activity, used e.g. for vaccine production, and to provide protection from viral illness.",WO2017184626-A1,2017,English,,World,WO
6029," Plasma humidifier, has ground electrode provided with flat board, where hole is opened, and located in straight line for communicating with hole of injection needle and arranged in front of injection needle end in outlet nozzle.",KR2017118660-A,2017,,8,World,KR
6030," Processing biological sample by providing solution comprising biological sample and heating elements in vessel, bringing solution in contact with magnetic field, and subjecting solution to heating upon coupling of heating elements.",WO2017176584-A1,2017,English,9,World,WO
6031," New recombinant rabies virus vector comprises nucleotide sequence encoding immunogenic glycoprotein or fragment of coronavirus, useful for inducing immune response protective against coronavirus and/or rabies virus in subject.",WO2017176596-A1,2017,English,1,World,WO
6032," Device for killing micro-organisms inside respiratory tract of patient, has second lumen used for oxygen supply, and third lumen used for suction.",US2017281966-A1,2017,English,6,World,US
6033," Adjuvant useful in vaccine composition for preventing mucosal infection, comprises substances which enhance production of e.g. natural antibodies, interleukin 5, interferon gamma, and activate dendritic cells and inflammasome.",JP2017178890-A,2017,Japanese,7,World,JP
6034," Producing antiviral polymer particles used for producing e.g. disinfectant, by mixing reactive monomer having unsaturated bond with surfactant and water, irradiating emulsion, and introducing free sulfonic acid group into polymer particle.",JP2017179293-A,2017,Japanese,9,World,JP
6035," Analyzing nucleic acid sample of mammal by directing aqueous fluid and non-aqueous fluid through second channel, subjecting sample to yield amplification products, and detecting signals indicative of presence of amplification products.",WO2017152357-A1,2017,English,2,World,WO
6036," Plasma humidifier used in semiconductor manufacturing process, has high voltage electrode that is attached to one surface of dielectric and ground electrode that is provided on back surface of dielectric.",KR2017100732-A,2017,,8,World,KR
6037," Preparing beta-hematin by dissolving hemin chloride in aqueous sodium hydroxide solution to obtain solution, adding aqueous hydrogen chloride solution and acetic acid and heating resultant mixture at specific temperature.",JP2017145265-A,2017,Japanese,3,World,JP
6038," Vaccine composition useful for e.g. treating pathogen infection, or vaccinating mammal against pathogen infection comprises opsonin-bound or lectin-bound pathogen construct, and bioagent capable of recruiting immune cell in mammal.",WO2017143024-A2,2017,English,4,World,WO
6039," New platinum(II) ring-fused chlorins used to treat e.g. cancer, psoriasis and infection, in photodynamic therapy or cytoluminescent therapy, in medicine or in veterinary, and as molecular oxygen sensor or as biological/biomedical probe.",WO2017145092-A1,2017,English,8,World,WO
6040," New antibody or its fragment, that specifically binds to protein constituting nucleocapsid of Middle Eastern respiratory syndrome (MERS) coronavirus, useful in kit for detecting MERS coronavirus and preventing MERS Coronavirus infection.",JP2017145246-A,2017,Japanese,8,World,JP
6041," Preparing chimeric virus comprising bocavirus capsid protein (VP) and recombinant adeno-associated (rAAV) viral genome, comprises introducing mutant bocavirus genome and rAAV vector to cells which do not express e.g. bocavirus NS1.",WO2017139381-A1,2017,English,2,World,WO
6042," Enhancing subjects immune response to vaccine or inducing immune response in subject or non-responding subject, by administering concurrently or sequentially vaccine and adjuvant comprising isolated allogeneic human mesenchymal stem cells.",WO2017136539-A1,2017,English,4,World,WO
6043," Polypeptide used for preparing medicine for inhibiting human coronavirus infection, comprises HCoV-EK1, HCoV-EK2, and HCoV-EK3 have defined amino acids sequence, has good inhibiting effect, and broad-spectrum inhibiting effect.",CN107022008-A,2017,Chinese,7,China,CN
6044, Identifying an antigen from a pathogen or a disease antigen comprises contacting antigen presenting cells with the vector array comprising different adenoviral vectors each comprising a sequence encoding a different antigen of a pathogen.,US2017219560-A1,2017,English,8,World,US
6045," Microfluidic device useful for detecting target mutant gene, preferably cancer-specific mutant gene, contains substrate, inlet, flow path connected to inlet, outlet connected to flow path, primer immobilized on coating, and template.",WO2017131493-A1,2017,,1,World,WO
6046, Method for bioindication of surface-active substances in aqueous solutions.,RU2626533-C1,2017,Russian,0,World,RU
6047," Long-acting interferon useful for preparing medicine for treating viral disease, infection, cancer including malignant glioma and lung cancer, herpes simplex virus and other cell proliferative diseases, and immunomodulation.",CN106967175-A,2017,Chinese,1,China,CN
6048," Infection control method for facilitating infection prevention and control in population, involves conducting infection control intervention on subpopulation of people based on magnitudes of risk values.",US2017206334-A1,2017,English,8,World,US
6049, Improving immunogenicity of antigen involves expressing dimerized middle east respiratory syndrome coronavirus protein or receptor binding domain of severe acute respiratory syndrome coronavirus protein as antigen.,CN106928326-A,2017,Chinese,4,China,CN
6050," New mutated virus, preferably influenza virus comprising nucleic acid encoding protein in virus comprising specific codon upstream of stop codon, useful for treating or preventing influenza virus infection in human and other animals.",WO2017113786-A1,2017,Chinese,3,World,WO
6051," New aldehyde used in pharmaceutical composition or medicine for treating or preventing disease caused by enterovirus infection, and inhibiting replication of enteroviruses and/or coronaviruses, and severe acute respiratory syndrome.",WO2017114509-A1,2017,Chinese,2,World,WO
6052," New substituted phosphonic esters useful for treating viral infections, preferably e.g. retroviral infections, and infection with hepatitis B or hepatitis C viruses, human T-lymphotropic virus 1 or 2, herpes virus and West Nile virus.",FR3045607-A1,2017,French,9,World,FR
6053," New 1H,2H,3H-thieno(2,3-e)(1,4) diazepine derivative or pharmaceutically acceptable salt for preparing pharmaceutical composition for treating proliferative disease, cancer, inflammatory disease and cardiovascular disease.",WO2017091673-A2,2017,English,4,World,WO
6054," Detecting target nucleic acid molecule in biological sample, comprises mixing biological sample with lysis buffer, incubating mixture, and adding mixture to reaction vessel comprising reagents for conducting nucleic acid amplification.",WO2017088169-A1,2017,English,3,World,WO
